Nombre equipo,Fecha,Nombre jugador,Posicion,X Posicion,Y Posicion,Distancia,Tiro convertido
Los Angeles Lakers,2015-11-24,Brandon Bass,Ala-Pívot,-103.97,119.29,12.6,0.6
Los Angeles Lakers,2015-11-24,D'Angelo Russell,Base,-14.83,141.53,17.25,0.5
Los Angeles Lakers,2015-11-24,Jordan Clarkson,Escolta,31.78,107.97,12.73,0.18
Los Angeles Lakers,2015-11-24,Julius Randle,Ala-Pívot,-21.31,162.71,7.83,0.5
Los Angeles Lakers,2015-11-24,Kobe Bryant,Alero,75.12,148.88,19.07,0.07
Los Angeles Lakers,2015-11-24,Lou Williams,Escolta,-66.29,91.51,13.8,0.8
Los Angeles Lakers,2015-11-24,Marcelo Huertas,Base,-2.57,137.42,15.2,0.6
Los Angeles Lakers,2015-11-24,Nick Young,Escolta,25.32,161.29,20.4,0.3
Los Angeles Lakers,2015-11-24,Roy Hibbert,Pívot,65.74,81.54,10.5,0.0
Los Angeles Lakers,2015-11-24,Ryan Kelly,Ala-Pívot,140.36,199.31,18.0,1.0
Los Angeles Lakers,2015-11-24,Tarik Black,Pívot,5.37,127.51,6.0,0.5
Los Angeles Lakers,2015-11-28,Brandon Bass,Ala-Pívot,-14.63,82.02,15.25,0.25
Los Angeles Lakers,2015-11-28,D'Angelo Russell,Base,54.18,205.6,17.91,0.55
Los Angeles Lakers,2015-11-28,Jordan Clarkson,Escolta,-8.4,106.15,12.8,0.53
Los Angeles Lakers,2015-11-28,Julius Randle,Ala-Pívot,20.08,99.48,8.77,0.62
Los Angeles Lakers,2015-11-28,Kobe Bryant,Alero,50.28,127.02,17.85,0.35
Los Angeles Lakers,2015-11-28,Nick Young,Escolta,-51.28,193.67,23.43,0.29
Los Angeles Lakers,2015-11-28,Roy Hibbert,Pívot,4.53,101.24,7.75,0.25
Los Angeles Lakers,2015-11-29,Brandon Bass,Ala-Pívot,-17.93,86.88,9.8,0.8
Los Angeles Lakers,2015-11-29,D'Angelo Russell,Base,-40.94,183.32,15.45,0.36
Los Angeles Lakers,2015-11-29,Jordan Clarkson,Escolta,71.14,131.24,13.07,0.53
Los Angeles Lakers,2015-11-29,Julius Randle,Ala-Pívot,28.84,163.72,5.27,0.36
Los Angeles Lakers,2015-11-29,Kobe Bryant,Alero,-33.07,117.27,16.1,0.2
Los Angeles Lakers,2015-11-29,Nick Young,Escolta,55.92,175.08,22.5,0.5
Los Angeles Lakers,2015-11-29,Roy Hibbert,Pívot,31.17,52.45,6.0,0.67
Los Angeles Lakers,2015-12-01,Brandon Bass,Ala-Pívot,-103.92,93.68,16.0,1.0
Los Angeles Lakers,2015-12-01,D'Angelo Russell,Base,29.96,147.0,15.29,0.36
Los Angeles Lakers,2015-12-01,Jordan Clarkson,Escolta,-24.46,145.65,14.61,0.44
Los Angeles Lakers,2015-12-01,Julius Randle,Ala-Pívot,41.76,152.02,4.6,0.4
Los Angeles Lakers,2015-12-01,Kobe Bryant,Alero,-37.11,179.18,20.46,0.25
Los Angeles Lakers,2015-12-01,Lou Williams,Escolta,69.82,117.75,19.4,0.4
Los Angeles Lakers,2015-12-01,Nick Young,Escolta,125.17,149.32,25.0,0.0
Los Angeles Lakers,2015-12-01,Roy Hibbert,Pívot,-43.03,88.19,2.0,0.5
Los Angeles Lakers,2015-12-02,Brandon Bass,Ala-Pívot,4.18,70.08,3.88,0.62
Los Angeles Lakers,2015-12-02,D'Angelo Russell,Base,-51.59,125.97,14.86,0.43
Los Angeles Lakers,2015-12-02,Jordan Clarkson,Escolta,20.68,122.39,11.14,0.43
Los Angeles Lakers,2015-12-02,Julius Randle,Ala-Pívot,-20.33,71.8,6.53,0.47
Los Angeles Lakers,2015-12-02,Kobe Bryant,Alero,15.85,157.51,19.75,0.42
Los Angeles Lakers,2015-12-02,Lou Williams,Escolta,29.24,163.0,17.62,0.38
Los Angeles Lakers,2015-12-02,Roy Hibbert,Pívot,34.62,44.73,5.8,0.2
Los Angeles Lakers,2015-12-06,Brandon Bass,Ala-Pívot,65.69,32.31,4.0,0.75
Los Angeles Lakers,2015-12-06,D'Angelo Russell,Base,-15.42,113.78,11.0,0.56
Los Angeles Lakers,2015-12-06,Jordan Clarkson,Escolta,43.6,113.85,12.18,0.27
Los Angeles Lakers,2015-12-06,Julius Randle,Ala-Pívot,-30.03,74.49,4.44,0.56
Los Angeles Lakers,2015-12-06,Kobe Bryant,Alero,64.85,118.94,18.47,0.13
Los Angeles Lakers,2015-12-06,Lou Williams,Escolta,13.53,161.68,17.0,0.5
Los Angeles Lakers,2015-12-06,Marcelo Huertas,Base,12.43,105.17,8.8,0.6
Los Angeles Lakers,2015-12-06,Nick Young,Escolta,5.57,141.7,22.0,0.0
Los Angeles Lakers,2015-12-06,Robert Sacre,Pívot,-22.3,115.32,6.67,0.33
Los Angeles Lakers,2015-12-06,Roy Hibbert,Pívot,11.74,40.38,4.4,0.6
Los Angeles Lakers,2015-12-06,Ryan Kelly,Ala-Pívot,14.47,114.57,13.0,0.5
Los Angeles Lakers,2015-12-07,D'Angelo Russell,Base,65.8,145.4,16.17,0.33
Los Angeles Lakers,2015-12-07,Jordan Clarkson,Escolta,-8.86,168.08,11.8,0.33
Los Angeles Lakers,2015-12-07,Julius Randle,Ala-Pívot,-59.81,37.45,2.23,0.46
Los Angeles Lakers,2015-12-07,Kobe Bryant,Alero,-27.79,111.15,16.06,0.5
Los Angeles Lakers,2015-12-07,Lou Williams,Escolta,-2.84,150.74,14.0,0.45
Los Angeles Lakers,2015-12-07,Marcelo Huertas,Base,-5.32,59.63,13.0,0.0
Los Angeles Lakers,2015-12-07,Robert Sacre,Pívot,-14.95,76.52,4.67,0.0
Los Angeles Lakers,2015-12-07,Roy Hibbert,Pívot,73.02,71.26,10.4,0.4
Los Angeles Lakers,2015-12-09,D'Angelo Russell,Base,2.92,159.4,17.82,0.47
Los Angeles Lakers,2015-12-09,Jordan Clarkson,Escolta,50.79,105.97,9.1,0.7
Los Angeles Lakers,2015-12-09,Julius Randle,Ala-Pívot,3.84,113.5,6.17,0.5
Los Angeles Lakers,2015-12-09,Kobe Bryant,Alero,24.14,104.05,16.38,0.38
Los Angeles Lakers,2015-12-09,Lou Williams,Escolta,11.8,136.36,14.8,0.6
Los Angeles Lakers,2015-12-09,Marcelo Huertas,Base,120.5,195.62,24.0,1.0
Los Angeles Lakers,2015-12-09,Nick Young,Escolta,73.73,195.97,17.83,0.67
Los Angeles Lakers,2015-12-09,Robert Sacre,Pívot,-55.46,115.33,8.0,0.8
Los Angeles Lakers,2015-12-09,Roy Hibbert,Pívot,13.62,145.2,9.8,0.6
Los Angeles Lakers,2015-12-11,Anthony Brown,Alero,-35.26,239.42,0.0,0.0
Los Angeles Lakers,2015-12-11,Brandon Bass,Ala-Pívot,-9.53,122.04,0.33,1.0
Los Angeles Lakers,2015-12-11,D'Angelo Russell,Base,37.07,161.06,16.7,0.39
Los Angeles Lakers,2015-12-11,Julius Randle,Ala-Pívot,-21.16,119.73,8.56,0.22
Los Angeles Lakers,2015-12-11,Kobe Bryant,Alero,71.51,119.17,19.75,0.42
Los Angeles Lakers,2015-12-11,Lou Williams,Escolta,7.54,99.31,16.83,0.58
Los Angeles Lakers,2015-12-11,Marcelo Huertas,Base,36.58,152.11,12.5,0.5
Los Angeles Lakers,2015-12-11,Nick Young,Escolta,27.67,191.09,17.83,0.33
Los Angeles Lakers,2015-12-11,Robert Sacre,Pívot,-73.42,93.53,8.2,0.2
Los Angeles Lakers,2015-12-11,Roy Hibbert,Pívot,2.25,106.26,8.12,0.25
Los Angeles Lakers,2015-12-11,Ryan Kelly,Ala-Pívot,109.41,25.51,8.5,1.0
Los Angeles Lakers,2015-12-12,Anthony Brown,Alero,-11.01,84.59,22.5,0.0
Los Angeles Lakers,2015-12-12,D'Angelo Russell,Base,0.55,149.5,18.21,0.36
Los Angeles Lakers,2015-12-12,Julius Randle,Ala-Pívot,-41.14,112.42,7.82,0.27
Los Angeles Lakers,2015-12-12,Kobe Bryant,Alero,-7.57,138.82,20.31,0.56
Los Angeles Lakers,2015-12-12,Lou Williams,Escolta,-87.92,140.07,17.9,0.3
Los Angeles Lakers,2015-12-12,Marcelo Huertas,Base,-35.97,147.29,24.0,0.0
Los Angeles Lakers,2015-12-12,Nick Young,Escolta,-50.23,162.39,22.1,0.5
Los Angeles Lakers,2015-12-12,Robert Sacre,Pívot,81.84,124.28,7.83,0.33
Los Angeles Lakers,2015-12-12,Roy Hibbert,Pívot,-25.39,166.85,6.44,0.56
Los Angeles Lakers,2015-12-15,Brandon Bass,Ala-Pívot,47.93,73.6,8.0,0.0
Los Angeles Lakers,2015-12-15,D'Angelo Russell,Base,-35.63,127.16,10.77,0.54
Los Angeles Lakers,2015-12-15,Jordan Clarkson,Escolta,-4.77,123.9,10.79,0.36
Los Angeles Lakers,2015-12-15,Julius Randle,Ala-Pívot,-6.41,140.86,3.08,0.5
Los Angeles Lakers,2015-12-15,Kobe Bryant,Alero,-13.84,150.28,19.93,0.5
Los Angeles Lakers,2015-12-15,Lou Williams,Escolta,2.49,70.41,18.44,0.44
Los Angeles Lakers,2015-12-15,Marcelo Huertas,Base,-194.36,150.06,25.0,0.0
Los Angeles Lakers,2015-12-15,Nick Young,Escolta,23.91,101.45,20.25,0.38
Los Angeles Lakers,2015-12-15,Robert Sacre,Pívot,28.76,45.71,4.0,0.4
Los Angeles Lakers,2015-12-15,Roy Hibbert,Pívot,59.49,79.36,2.44,0.56
Los Angeles Lakers,2015-12-17,D'Angelo Russell,Base,65.62,137.66,22.11,0.11
Los Angeles Lakers,2015-12-17,Jordan Clarkson,Escolta,-52.39,96.35,12.71,0.43
Los Angeles Lakers,2015-12-17,Julius Randle,Ala-Pívot,-3.16,90.99,5.6,0.4
Los Angeles Lakers,2015-12-17,Kobe Bryant,Alero,-46.58,126.6,15.93,0.53
Los Angeles Lakers,2015-12-17,Lou Williams,Escolta,-72.95,105.26,19.0,0.56
Los Angeles Lakers,2015-12-17,Nick Young,Escolta,96.9,156.05,21.75,0.25
Los Angeles Lakers,2015-12-17,Robert Sacre,Pívot,118.57,224.3,2.5,0.5
Los Angeles Lakers,2015-12-17,Roy Hibbert,Pívot,-19.23,88.82,6.86,0.29
Los Angeles Lakers,2015-12-22,Brandon Bass,Ala-Pívot,-21.24,188.82,3.4,0.8
Los Angeles Lakers,2015-12-22,D'Angelo Russell,Base,-27.94,167.08,22.33,0.33
Los Angeles Lakers,2015-12-22,Jordan Clarkson,Escolta,39.37,80.48,8.57,0.43
Los Angeles Lakers,2015-12-22,Julius Randle,Ala-Pívot,9.8,78.25,3.71,0.43
Los Angeles Lakers,2015-12-22,Kobe Bryant,Alero,-44.93,142.89,18.55,0.45
Los Angeles Lakers,2015-12-22,Lou Williams,Escolta,-46.65,106.97,15.45,0.55
Los Angeles Lakers,2015-12-22,Nick Young,Escolta,-128.41,153.75,20.62,0.25
Los Angeles Lakers,2015-12-22,Roy Hibbert,Pívot,-2.48,139.89,3.5,1.0
Los Angeles Lakers,2015-12-23,Anthony Brown,Alero,63.79,107.62,20.17,0.17
Los Angeles Lakers,2015-12-23,Brandon Bass,Ala-Pívot,42.25,128.47,11.5,0.5
Los Angeles Lakers,2015-12-23,D'Angelo Russell,Base,68.22,99.82,15.19,0.38
Los Angeles Lakers,2015-12-23,Jordan Clarkson,Escolta,-15.37,124.28,10.17,0.33
Los Angeles Lakers,2015-12-23,Kobe Bryant,Alero,60.46,132.08,13.68,0.32
Los Angeles Lakers,2015-12-23,Lou Williams,Escolta,-131.16,81.73,15.33,0.0
Los Angeles Lakers,2015-12-23,Marcelo Huertas,Base,193.8,151.81,17.0,0.0
Los Angeles Lakers,2015-12-23,Robert Sacre,Pívot,-11.93,56.06,4.67,0.67
Los Angeles Lakers,2015-12-23,Roy Hibbert,Pívot,74.48,101.77,7.25,0.25
Los Angeles Lakers,2015-12-23,Ryan Kelly,Ala-Pívot,-8.69,120.45,11.86,0.71
Los Angeles Lakers,2015-12-25,Brandon Bass,Ala-Pívot,-103.36,28.41,8.8,0.6
Los Angeles Lakers,2015-12-25,D'Angelo Russell,Base,36.03,121.08,15.92,0.54
Los Angeles Lakers,2015-12-25,Jordan Clarkson,Escolta,16.5,169.19,15.89,0.44
Los Angeles Lakers,2015-12-25,Julius Randle,Ala-Pívot,17.54,103.87,12.45,0.27
Los Angeles Lakers,2015-12-25,Kobe Bryant,Alero,-20.67,165.75,19.4,0.4
Los Angeles Lakers,2015-12-25,Lou Williams,Escolta,-49.05,72.16,17.0,0.2
Los Angeles Lakers,2015-12-25,Marcelo Huertas,Base,-70.63,81.5,9.75,0.75
Los Angeles Lakers,2015-12-25,Nick Young,Escolta,164.97,144.15,23.0,0.0
Los Angeles Lakers,2015-12-25,Roy Hibbert,Pívot,3.78,163.68,11.2,0.4
Los Angeles Lakers,2015-12-27,Anthony Brown,Alero,-49.83,204.6,10.25,0.0
Los Angeles Lakers,2015-12-27,Brandon Bass,Ala-Pívot,14.7,212.48,6.5,0.5
Los Angeles Lakers,2015-12-27,D'Angelo Russell,Base,-4.6,166.33,20.33,0.5
Los Angeles Lakers,2015-12-27,Jordan Clarkson,Escolta,6.91,149.65,9.44,0.56
Los Angeles Lakers,2015-12-27,Julius Randle,Ala-Pívot,67.93,56.14,8.62,0.38
Los Angeles Lakers,2015-12-27,Kobe Bryant,Alero,24.66,155.55,18.13,0.4
Los Angeles Lakers,2015-12-27,Lou Williams,Escolta,-65.59,148.68,16.8,0.2
Los Angeles Lakers,2015-12-27,Marcelo Huertas,Base,-13.92,73.52,8.0,0.0
Los Angeles Lakers,2015-12-27,Nick Young,Escolta,-49.84,169.91,18.0,0.29
Los Angeles Lakers,2015-12-27,Robert Sacre,Pívot,9.95,-11.11,4.0,0.0
Los Angeles Lakers,2015-12-27,Roy Hibbert,Pívot,77.55,135.54,10.33,0.0
Los Angeles Lakers,2015-12-27,Ryan Kelly,Ala-Pívot,136.11,47.33,19.8,0.4
Los Angeles Lakers,2015-12-28,Brandon Bass,Ala-Pívot,-7.55,74.88,3.4,1.0
Los Angeles Lakers,2015-12-28,D'Angelo Russell,Base,52.19,116.64,15.4,0.4
Los Angeles Lakers,2015-12-28,Jordan Clarkson,Escolta,7.45,158.98,15.36,0.14
Los Angeles Lakers,2015-12-28,Julius Randle,Ala-Pívot,-43.18,156.62,7.0,0.5
Los Angeles Lakers,2015-12-28,Kobe Bryant,Alero,-34.49,164.15,18.15,0.25
Los Angeles Lakers,2015-12-28,Lou Williams,Escolta,-31.11,143.9,14.0,0.31
Los Angeles Lakers,2015-12-28,Nick Young,Escolta,45.04,138.92,22.67,0.5
Los Angeles Lakers,2015-12-28,Roy Hibbert,Pívot,-11.67,89.45,8.29,0.57
Los Angeles Lakers,2015-12-30,Brandon Bass,Ala-Pívot,1.74,105.55,5.5,0.5
Los Angeles Lakers,2015-12-30,D'Angelo Russell,Base,10.84,168.81,14.06,0.41
Los Angeles Lakers,2015-12-30,Jordan Clarkson,Escolta,67.22,116.9,11.0,0.67
Los Angeles Lakers,2015-12-30,Julius Randle,Ala-Pívot,33.77,95.6,7.06,0.38
Los Angeles Lakers,2015-12-30,Kobe Bryant,Alero,41.56,158.72,13.67,0.28
Los Angeles Lakers,2015-12-30,Lou Williams,Escolta,-40.73,173.46,10.78,0.78
Los Angeles Lakers,2015-12-30,Nick Young,Escolta,56.42,89.48,19.5,0.5
Los Angeles Lakers,2015-12-30,Roy Hibbert,Pívot,47.67,144.0,4.0,0.0
Los Angeles Lakers,2016-01-03,Anthony Brown,Alero,-53.48,95.81,18.57,0.29
Los Angeles Lakers,2016-01-03,Brandon Bass,Ala-Pívot,1.49,113.38,11.2,0.4
Los Angeles Lakers,2016-01-03,D'Angelo Russell,Base,9.06,154.67,15.12,0.25
Los Angeles Lakers,2016-01-03,Jordan Clarkson,Escolta,-41.93,154.31,7.0,0.45
Los Angeles Lakers,2016-01-03,Julius Randle,Ala-Pívot,50.42,63.51,7.0,0.0
Los Angeles Lakers,2016-01-03,Lou Williams,Escolta,-98.01,74.36,13.94,0.62
Los Angeles Lakers,2016-01-03,Marcelo Huertas,Base,-135.05,100.87,19.33,0.33
Los Angeles Lakers,2016-01-03,Nick Young,Escolta,-62.04,96.84,21.29,0.14
Los Angeles Lakers,2016-01-03,Roy Hibbert,Pívot,-2.24,122.38,10.73,0.55
Los Angeles Lakers,2016-01-05,Anthony Brown,Alero,-58.11,131.72,19.83,0.17
Los Angeles Lakers,2016-01-05,Brandon Bass,Ala-Pívot,-17.98,101.27,7.0,0.75
Los Angeles Lakers,2016-01-05,Jordan Clarkson,Escolta,-10.39,114.15,10.65,0.4
Los Angeles Lakers,2016-01-05,Julius Randle,Ala-Pívot,-21.81,125.16,6.75,0.12
Los Angeles Lakers,2016-01-05,Lou Williams,Escolta,-40.48,157.57,16.43,0.0
Los Angeles Lakers,2016-01-05,Marcelo Huertas,Base,-12.64,156.9,9.0,0.5
Los Angeles Lakers,2016-01-05,Nick Young,Escolta,48.04,179.03,22.5,0.0
Los Angeles Lakers,2016-01-05,Roy Hibbert,Pívot,-16.73,103.45,13.0,0.14
Los Angeles Lakers,2016-01-05,Ryan Kelly,Ala-Pívot,38.84,108.78,8.4,0.6
Los Angeles Lakers,2016-01-05,Tarik Black,Pívot,18.92,125.94,0.0,1.0
Los Angeles Lakers,2016-01-07,Anthony Brown,Alero,-218.1,90.27,24.0,0.0
Los Angeles Lakers,2016-01-07,Brandon Bass,Ala-Pívot,-24.03,16.44,1.0,1.0
Los Angeles Lakers,2016-01-07,D'Angelo Russell,Base,-31.87,106.04,13.69,0.69
Los Angeles Lakers,2016-01-07,Jordan Clarkson,Escolta,-11.28,108.22,11.93,0.43
Los Angeles Lakers,2016-01-07,Julius Randle,Ala-Pívot,-27.74,165.72,19.25,0.25
Los Angeles Lakers,2016-01-07,Kobe Bryant,Alero,-23.3,172.73,15.63,0.53
Los Angeles Lakers,2016-01-07,Lou Williams,Escolta,-31.91,90.89,17.85,0.54
Los Angeles Lakers,2016-01-07,Roy Hibbert,Pívot,-148.86,56.76,13.0,0.0
Los Angeles Lakers,2016-01-12,Anthony Brown,Alero,116.77,65.73,21.4,0.6
Los Angeles Lakers,2016-01-12,Brandon Bass,Ala-Pívot,-39.12,102.84,4.0,0.38
Los Angeles Lakers,2016-01-12,D'Angelo Russell,Base,67.0,113.99,18.88,0.5
Los Angeles Lakers,2016-01-12,Jordan Clarkson,Escolta,-0.75,108.18,9.88,0.29
Los Angeles Lakers,2016-01-12,Julius Randle,Ala-Pívot,25.21,108.0,5.38,0.38
Los Angeles Lakers,2016-01-12,Kobe Bryant,Alero,93.55,157.76,18.44,0.33
Los Angeles Lakers,2016-01-12,Lou Williams,Escolta,-1.21,152.12,18.54,0.23
Los Angeles Lakers,2016-01-12,Nick Young,Escolta,-48.59,218.96,22.5,0.0
Los Angeles Lakers,2016-01-12,Roy Hibbert,Pívot,11.44,95.0,8.88,0.38
Los Angeles Lakers,2016-01-14,Anthony Brown,Alero,-143.95,114.56,23.0,0.0
Los Angeles Lakers,2016-01-14,D'Angelo Russell,Base,-38.64,136.94,20.38,0.38
Los Angeles Lakers,2016-01-14,Jordan Clarkson,Escolta,-45.57,171.21,11.76,0.59
Los Angeles Lakers,2016-01-14,Julius Randle,Ala-Pívot,14.39,143.81,7.07,0.5
Los Angeles Lakers,2016-01-14,Kobe Bryant,Alero,9.24,165.96,17.43,0.29
Los Angeles Lakers,2016-01-14,Lou Williams,Escolta,-55.02,157.42,14.25,0.42
Los Angeles Lakers,2016-01-14,Roy Hibbert,Pívot,-82.31,146.3,8.0,0.5
Los Angeles Lakers,2016-01-14,Ryan Kelly,Ala-Pívot,-108.32,135.42,8.0,0.5
Los Angeles Lakers,2016-01-14,Tarik Black,Pívot,54.18,146.45,5.2,0.6
Los Angeles Lakers,2016-01-22,Anthony Brown,Alero,72.43,125.86,14.5,0.17
Los Angeles Lakers,2016-01-22,Brandon Bass,Ala-Pívot,-47.94,74.84,3.0,0.25
Los Angeles Lakers,2016-01-22,D'Angelo Russell,Base,-19.93,105.94,15.0,0.8
Los Angeles Lakers,2016-01-22,Jordan Clarkson,Escolta,-9.98,136.55,11.0,0.5
Los Angeles Lakers,2016-01-22,Julius Randle,Ala-Pívot,17.31,159.26,5.36,0.43
Los Angeles Lakers,2016-01-22,Kobe Bryant,Alero,11.31,111.21,16.33,0.22
Los Angeles Lakers,2016-01-22,Lou Williams,Escolta,-35.75,148.35,17.17,0.42
Los Angeles Lakers,2016-01-22,Roy Hibbert,Pívot,-21.37,128.18,11.22,0.56
Los Angeles Lakers,2016-01-22,Ryan Kelly,Ala-Pívot,-28.34,111.89,6.4,0.4
Los Angeles Lakers,2016-01-22,Tarik Black,Pívot,-62.29,8.38,2.33,0.67
Los Angeles Lakers,2016-01-23,Anthony Brown,Alero,84.44,184.52,14.0,0.75
Los Angeles Lakers,2016-01-23,Brandon Bass,Ala-Pívot,-115.57,90.88,11.0,0.33
Los Angeles Lakers,2016-01-23,D'Angelo Russell,Base,24.41,148.74,11.83,0.67
Los Angeles Lakers,2016-01-23,Jordan Clarkson,Escolta,-127.35,116.03,12.62,0.25
Los Angeles Lakers,2016-01-23,Julius Randle,Ala-Pívot,-1.46,108.67,7.14,0.57
Los Angeles Lakers,2016-01-23,Kobe Bryant,Alero,-72.44,113.43,16.88,0.62
Los Angeles Lakers,2016-01-23,Lou Williams,Escolta,-109.4,78.9,14.7,0.4
Los Angeles Lakers,2016-01-23,Marcelo Huertas,Base,153.58,145.59,7.0,0.5
Los Angeles Lakers,2016-01-23,Nick Young,Escolta,-109.35,199.63,24.0,0.0
Los Angeles Lakers,2016-01-23,Robert Sacre,Pívot,48.08,133.1,12.0,1.0
Los Angeles Lakers,2016-01-23,Roy Hibbert,Pívot,42.22,84.21,5.75,0.75
Los Angeles Lakers,2016-01-23,Ryan Kelly,Ala-Pívot,-2.54,166.57,13.71,0.29
Memphis Grizzlies,2015-10-28,Brandan Wright,Ala-Pívot,34.14,112.05,3.4,0.4
Memphis Grizzlies,2015-10-28,Courtney Lee,Escolta,6.33,144.15,18.78,0.22
Memphis Grizzlies,2015-10-28,JaMychal Green,Ala-Pívot,53.59,47.52,8.2,0.4
Memphis Grizzlies,2015-10-28,Jeff Green,Alero,-48.12,97.78,14.0,0.33
Memphis Grizzlies,2015-10-28,Jordan Adams,Escolta,-76.71,111.97,13.0,0.25
Memphis Grizzlies,2015-10-28,Marc Gasol,Pívot,-11.82,135.98,10.92,0.5
Memphis Grizzlies,2015-10-28,Matt Barnes,Alero,-31.2,183.97,23.0,0.0
Memphis Grizzlies,2015-10-28,Mike Conley,Base,-63.87,125.02,12.88,0.25
Memphis Grizzlies,2015-10-28,Tony Allen,Escolta,36.6,105.32,6.0,0.5
Memphis Grizzlies,2015-10-28,Zach Randolph,Ala-Pívot,-18.21,70.57,8.64,0.45
Memphis Grizzlies,2015-11-02,Brandan Wright,Ala-Pívot,13.02,117.55,7.33,0.5
Memphis Grizzlies,2015-11-02,Courtney Lee,Escolta,-39.5,125.47,14.82,0.18
Memphis Grizzlies,2015-11-02,JaMychal Green,Ala-Pívot,-42.79,157.5,15.12,0.38
Memphis Grizzlies,2015-11-02,Jeff Green,Alero,55.81,140.68,10.38,0.12
Memphis Grizzlies,2015-11-02,Jordan Adams,Escolta,13.93,159.18,6.5,0.5
Memphis Grizzlies,2015-11-02,Marc Gasol,Pívot,-5.64,110.0,9.92,0.42
Memphis Grizzlies,2015-11-02,Matt Barnes,Alero,45.31,87.77,14.75,0.33
Memphis Grizzlies,2015-11-02,Mike Conley,Base,89.05,134.75,14.88,0.25
Memphis Grizzlies,2015-11-02,Tony Allen,Escolta,-42.11,69.65,9.17,0.0
Memphis Grizzlies,2015-11-02,Vince Carter,Escolta,13.04,231.76,23.5,0.25
Memphis Grizzlies,2015-11-02,Zach Randolph,Ala-Pívot,93.33,130.8,9.89,0.22
Memphis Grizzlies,2015-11-03,Brandan Wright,Ala-Pívot,5.38,134.49,6.6,0.8
Memphis Grizzlies,2015-11-03,Courtney Lee,Escolta,-29.71,134.05,14.09,0.45
Memphis Grizzlies,2015-11-03,JaMychal Green,Ala-Pívot,7.45,118.32,5.0,0.57
Memphis Grizzlies,2015-11-03,Jeff Green,Alero,54.51,148.63,17.62,0.25
Memphis Grizzlies,2015-11-03,Marc Gasol,Pívot,-19.45,136.94,14.38,0.5
Memphis Grizzlies,2015-11-03,Matt Barnes,Alero,-46.27,129.05,16.75,0.12
Memphis Grizzlies,2015-11-03,Mike Conley,Base,-21.59,119.93,16.44,0.56
Memphis Grizzlies,2015-11-03,Tony Allen,Escolta,-117.48,36.86,12.67,0.67
Memphis Grizzlies,2015-11-03,Zach Randolph,Ala-Pívot,-26.08,92.95,11.93,0.64
Memphis Grizzlies,2015-11-05,Brandan Wright,Ala-Pívot,29.52,142.77,9.75,0.5
Memphis Grizzlies,2015-11-05,Courtney Lee,Escolta,-90.82,109.22,17.0,0.6
Memphis Grizzlies,2015-11-05,JaMychal Green,Ala-Pívot,73.17,95.89,16.5,0.75
Memphis Grizzlies,2015-11-05,Jeff Green,Alero,65.34,150.83,16.62,0.38
Memphis Grizzlies,2015-11-05,Marc Gasol,Pívot,-34.8,103.51,8.0,0.31
Memphis Grizzlies,2015-11-05,Matt Barnes,Alero,-16.25,210.52,19.67,0.33
Memphis Grizzlies,2015-11-05,Mike Conley,Base,29.11,166.94,13.62,0.25
Memphis Grizzlies,2015-11-05,Tony Allen,Escolta,-14.92,78.54,14.0,0.5
Memphis Grizzlies,2015-11-05,Zach Randolph,Ala-Pívot,-61.65,105.26,10.33,0.67
Memphis Grizzlies,2015-11-07,Brandan Wright,Ala-Pívot,-160.57,198.77,5.0,0.0
Memphis Grizzlies,2015-11-07,Courtney Lee,Escolta,-66.88,67.67,14.2,0.2
Memphis Grizzlies,2015-11-07,JaMychal Green,Ala-Pívot,-41.63,125.39,7.33,0.0
Memphis Grizzlies,2015-11-07,Jeff Green,Alero,60.13,97.27,11.7,0.4
Memphis Grizzlies,2015-11-07,Marc Gasol,Pívot,0.86,135.13,8.29,0.29
Memphis Grizzlies,2015-11-07,Matt Barnes,Alero,-31.58,118.15,16.33,0.5
Memphis Grizzlies,2015-11-07,Mike Conley,Base,40.58,128.78,14.2,0.32
Memphis Grizzlies,2015-11-07,Tony Allen,Escolta,2.4,122.48,2.43,0.29
Memphis Grizzlies,2015-11-07,Zach Randolph,Ala-Pívot,42.84,43.61,4.67,0.42
Memphis Grizzlies,2015-11-09,Courtney Lee,Escolta,-59.25,124.21,7.5,0.33
Memphis Grizzlies,2015-11-09,JaMychal Green,Ala-Pívot,9.24,107.7,9.75,0.5
Memphis Grizzlies,2015-11-09,Jeff Green,Alero,-6.9,79.15,10.57,0.29
Memphis Grizzlies,2015-11-09,Marc Gasol,Pívot,-66.57,162.18,11.38,0.62
Memphis Grizzlies,2015-11-09,Matt Barnes,Alero,-65.88,117.41,12.62,0.25
Memphis Grizzlies,2015-11-09,Mike Conley,Base,-4.04,135.99,14.27,0.4
Memphis Grizzlies,2015-11-09,Tony Allen,Escolta,53.41,137.69,3.83,0.5
Memphis Grizzlies,2015-11-09,Zach Randolph,Ala-Pívot,33.25,122.84,11.16,0.63
Memphis Grizzlies,2015-11-11,Courtney Lee,Escolta,-120.89,90.73,15.57,0.14
Memphis Grizzlies,2015-11-11,JaMychal Green,Ala-Pívot,44.35,100.29,9.0,0.75
Memphis Grizzlies,2015-11-11,Jeff Green,Alero,-57.85,205.39,18.5,0.0
Memphis Grizzlies,2015-11-11,Marc Gasol,Pívot,13.46,119.57,10.8,0.4
